TOWN;LON;LAT;MEDV;CRIM;ZN;INDUS;CHAS;NOX;RM;AGE;DIS;RAD;TAX;PTRATIO;B;LSTAT
Boston Roxbury;-71.042;421.985;7;457.461;0;18.1;0;0.693;4.519;100;16.582;24;666;20.2;88.27;36.98
Boston Roxbury;-710.455;421.953;7.2;180.846;0;18.1;0;0.679;6.434;100;18.347;24;666;20.2;27.25;29.05
Boston Roxbury;-710.477;421.965;7.5;108.342;0;18.1;0;0.679;6.782;90.8;18.195;24;666;20.2;21.57;25.79
Boston Roxbury;-710.498;422.007;10.4;259.406;0;18.1;0;0.679;53.039.999.999.999.900;89.1;16.475;24;666;20.2;127.36;26.64
Boston Roxbury;-710.525;421.989;8.8;735.341;0;18.1;0;0.679;5.957.000.000.000.000;100;18.026;24;666;20.2;16.45;20.62
Boston Roxbury;-710.586;421.999;8.4;118.123;0;18.1;0;0.718;6.824;76.5;1.794;24;666;20.2;48.45;22.74
Boston Roxbury;-710.618;42.199;16.7;110.874;0;18.1;0;0.718;64.110.000.000.000.000;100;18.589;24;666;20.2;318.75;15.02
Boston Roxbury;-71.065;422.018;14.2;7.022.589.999.999.990;0;18.1;0;0.718;6.006;95.3;18.746;24;666;20.2;319.98;15.7
Boston Roxbury;-710.665;42.196.999.999.999.900;20.8;120.482;0;18.1;0;0.614;5.648;87.6;19.512;24;666;20.2;291.55;14.1
Boston Roxbury;-710.619;421.948;13.4;705.042;0;18.1;0;0.614;6.103;85.1;20.218;24;666;20.2;2.52;23.29
Boston Roxbury;-71.059;42.192;11.7;8.792.119.999.999.990;0;18.1;0;0.584;5.565;70.6;20.635;24;666;20.2;3.65;17.16
Boston Roxbury;-710.577;421.967;8.3;158.603;0;18.1;0;0.679;5.896;95.4;19.096;24;666;20.2;7.68;24.39
Boston Roxbury;-710.558;421.937;10.2;122.472;0;18.1;0;0.584;58.370.000.000.000.000;59.7;19.976;24;666;20.2;24.65;15.69
Boston Roxbury;-710.542;421.961;10.9;376.619;0;18.1;0;0.679;6.202.000.000.000.000;78.7;18.629;24;666;20.2;18.82;14.52
Boston Roxbury;-710.521;42.193.999.999.999.900;11;736.711;0;18.1;0;0.679;6.193;78.1;19.356;24;666;20.2;96.73;21.52
Boston Roxbury;-710.485;42.192;9.5;933.889;0;18.1;0;0.679;6.38;95.6;19.682;24;666;20.2;60.72;24.08
Boston Roxbury;-710.547;4.218.899.999.999.990;14.5;849.213;0;18.1;0;0.584;6.348;86.1;20.527;24;666;20.2;83.45;17.64
Boston Roxbury;-710.505;42.188;14.1;100.623;0;18.1;0;0.584;6.832.999.999.999.990;94.3;20.882;24;666;20.2;81.33;19.69
Boston Roxbury;-7.105.199.999.999.990;421.854;16.1;644.405;0;18.1;0;0.584;6.425;74.8;22.004;24;666;20.2;97.95;12.03
Boston Savin Hill;-710.495;421.815;14.3;558.107;0;18.1;0;0.713;6.436;87.9;23.158;24;666;20.2;100.19;16.22
Boston Savin Hill;-710.475;421.842;11.7;139.134;0;18.1;0;0.713;6.207.999.999.999.990;95;22.222;24;666;20.2;100.63;15.17
Boston Savin Hill;-71.046;421.867;13.4;111.604;0;18.1;0;0.74;6.629;94.6;21.247;24;666;20.2;109.85;23.27
Boston Savin Hill;-710.455;421.893;9.6;144.208;0;18.1;0;0.74;6.461;93.3;20.026;24;666;20.2;27.49;18.05
Boston Savin Hill;-710.445;421.917;8.2;151.772;0;18.1;0;0.74;6.152;100;19.142;24;666;20.2;9.32;26.45
Boston Savin Hill;-710.445;421.938;8.4;136.781;0;18.1;0;0.74;5.935;87.9;18.206;24;666;20.2;68.95;34.02
Boston Savin Hill;-7.103.699.999.999.990;42.193.999.999.999.900;12.8;939.063;0;18.1;0;0.74;5.627.000.000.000.000;93.9;18.172;24;666;20.2;396.9;22.88
Boston Savin Hill;-710.321;421.925;10.5;220.511;0;18.1;0;0.74;5.818;92.4;18.662;24;666;20.2;391.45;22.11
Boston Savin Hill;-710.345;42.185;17.1;972.418;0;18.1;0;0.74;64.060.000.000.000.000;97.2;20.651;24;666;20.2;385.96;19.52
Boston Savin Hill;-7.103.399.999.999.990;4.218.899.999.999.990;14.8;566.637;0;18.1;0;0.74;62.189.999.999.999.900;100;20.048;24;666;20.2;395.69;16.59
Boston Savin Hill;-710.378;421.892;15.4;996.654;0;18.1;0;0.74;6.485;100;19.784;24;666;20.2;386.73;18.85
Boston Savin Hill;-710.405;42.192;10.8;128.023;0;18.1;0;0.74;5.854;96.6;18.956;24;666;20.2;240.52;23.79
Boston Savin Hill;-710.425;4.218.899.999.999.990;11.8;106.718;0;18.1;0;0.74;6.459;94.8;19.879;24;666;20.2;43.06;23.98
Boston Savin Hill;-71.039;421.868;14.9;62.880.699.999.999.900;0;18.1;0;0.74;6.341;96.4;2.072;24;666;20.2;318.01;17.79
Boston Savin Hill;-7.103.699.999.999.990;42.184;12.6;992.485;0;18.1;0;0.74;6.251;96.6;2.198;24;666;20.2;388.52;16.44
Boston Savin Hill;-71.04;42.181.999.999.999.900;14.1;932.909;0;18.1;0;0.713;6.185;98.7;22.616;24;666;20.2;396.9;18.13
Boston Savin Hill;-710.428;421.845;13;752.601;0;18.1;0;0.713;6.417.000.000.000.000;98.3;2.185;24;666;20.2;304.21;19.31
Boston Savin Hill;-71.046;42.181.000.000.000.000;13.4;671.772;0;18.1;0;0.713;6.749;92.6;23.236;24;666;20.2;0.32;17.44
Boston Savin Hill;-71.041;421.795;15.2;544.114;0;18.1;0;0.713;6.655;98.2;23.552;24;666;20.2;355.29;17.73
Boston Savin Hill;-7.103.399.999.999.990;42.178.999.999.999.900;16.1;509.017;0;18.1;0;0.713;62.970.000.000.000.000;91.8;23.682;24;666;20.2;385.09;17.27
Boston Savin Hill;-71.04;42.177;17.8;824.809;0;18.1;0;0.713;7.393;99.3;24.527;24;666;20.2;375.87;16.74
Boston Savin Hill;-710.455;421.768;14.4;951.363;0;18.1;0;0.713;6.728;94.1;24.961;24;666;20.2;6.68;18.71
Boston Savin Hill;-71.051;42.178.000.000.000.000;14.1;475.237;0;18.1;0;0.713;6.525;86.5;24.358;24;666;20.2;50.92;18.13
Boston Dorchester;-710.517;421.735;12.7;4.668.830.000.000.000;0;18.1;0;0.713;5.976;87.9;25.806;24;666;20.2;10.48;19.01
Boston Dorchester;-710.515;42.17;13.5;820.058;0;18.1;0;0.713;5.936;80.3;27.792;24;666;20.2;3.5;16.94
Boston Dorchester;-710.475;42.169;14.9;775.223;0;18.1;0;0.713;6.301;83.7;27.831;24;666;20.2;272.21;16.23
Boston Dorchester;-71.043;42.169;20;680.117;0;18.1;0;0.713;6.081;84.4;27.175;24;666;20.2;396.9;14.7
Boston Dorchester;-71.043;421.728;16.4;4.812.130.000.000.000;0;18.1;0;0.713;67.010.000.000.000.000;90;25.975;24;666;20.2;255.23;16.42
Boston Dorchester;-71.035;421.745;17.7;369.311;0;18.1;0;0.713;6.376;88.4;25.671;24;666;20.2;391.43;14.65
Boston Dorchester;-71.031;421.695;19.5;665.492;0;18.1;0;0.713;6.317;83;27.344;24;666;20.2;396.9;13.99
Boston Dorchester;-710.358;421.675;20.2;582.115;0;18.1;0;0.713;6.513;89.9;28.016;24;666;20.2;393.82;10.29
Boston Dorchester;-71.045;42.163.999.999.999.900;21.4;783.932;0;18.1;0;0.655;6.209;65.4;29.634;24;666;20.2;396.9;13.22
Boston Dorchester;-71.055;42.165;19.9;31.636;0;18.1;0;0.655;5.759;48.2;30.665;24;666;20.2;334.4;14.13
Boston Dorchester;-71.055;421.685;19;377.498;0;18.1;0;0.655;5.952.000.000.000.000;84.7;28.715;24;666;20.2;22.01;17.15
Boston Mattapan;-71.066;42.178.000.000.000.000;19.1;44.222.800.000.000.000;0;18.1;0;0.584;6.002.999.999.999.990;94.5;25.403;24;666;20.2;331.29;21.32
Boston Mattapan;-71.07;42.168;19.1;155.757;0;18.1;0;0.58;5.926;71;29.084;24;666;20.2;368.74;18.13
Boston Mattapan;-71.069;421.725;20.1;130.751;0;18.1;0;0.58;5.712.999.999.999.990;56.7;28.237;24;666;20.2;396.9;14.76
Boston Mattapan;-71.074;42.168;19.9;434.879;0;18.1;0;0.58;6.167.000.000.000.000;84;30.334;24;666;20.2;396.9;16.29
Boston Mattapan;-710.825;421.698;19.6;403.841;0;18.1;0;0.532;6.229;90.7;30.993;24;666;20.2;395.33;12.87
Boston Mattapan;-710.833;42.175;23.2;356.868;0;18.1;0;0.58;6.437;75;28.965;24;666;20.2;393.37;14.36
Boston Forest Hills;-710.732;42.184;29.8;464.689;0;18.1;0;0.614;6.98;67.6;25.329;24;666;20.2;374.68;11.66
Boston Forest Hills;-71.055;42.183;13.8;805.579;0;18.1;0;0.584;54.270.000.000.000.000;95.4;24.298;24;666;20.2;352.58;18.14
Boston Forest Hills;-710.511;421.879;13.3;639.312;0;18.1;0;0.584;6.162.000.000.000.000;97.4;2.206;24;666;20.2;302.76;24.1
Boston Forest Hills;-710.565;42.188;16.7;487.141;0;18.1;0;0.614;6.484;93.6;23.053;24;666;20.2;396.21;18.68
Boston Forest Hills;-710.528;42.192;12;150.234;0;18.1;0;0.614;53.039.999.999.999.900;97.3;21.007;24;666;20.2;349.48;24.91
Boston Forest Hills;-710.558;421.913;14.6;10.232.999.999.999.900;0;18.1;0;0.614;6.185;96.7;21.705;24;666;20.2;379.7;18.03
Boston Forest Hills;-71.067;421.945;21.4;143.337;0;18.1;0;0.614;6.229;88;19.512;24;666;20.2;383.32;13.11
Boston West Roxbury;-711.008;42.174;23;582.401;0;18.1;0;0.532;6.242.000.000.000.000;64.7;34.242;24;666;20.2;396.9;10.74
Boston West Roxbury;-71.095;42.173;23.7;57.081.800.000.000.000;0;18.1;0;0.532;6.75;74.9;33.317;24;666;20.2;393.07;7.74
Boston West Roxbury;-71.09;421.665;25;573.116;0;18.1;0;0.532;7.061;77;34.106;24;666;20.2;395.28;7.01
Boston West Roxbury;-710.975;421.608;21.8;281.838;0;18.1;0;0.532;57.620.000.000.000.000;40.3;40.983;24;666;20.2;392.92;10.42
Boston Hyde Park;-710.804;42.153.999.999.999.900;20.6;237.857;0;18.1;0;0.583;5.871;41.9;37.239.999.999.999.900;24;666;20.2;370.73;13.34
Boston Hyde Park;-71.075;421.455;21.2;367.367;0;18.1;0;0.583;6.312;51.9;39.917;24;666;20.2;388.62;10.58
Boston Hyde Park;-710.715;42.155;19.1;569.175;0;18.1;0;0.583;6.114;79.8;35.459;24;666;20.2;392.68;14.98
Boston Hyde Park;-71.065;42.161;20.6;483.567;0;18.1;0;0.583;5.905;53.2;31.523;24;666;20.2;388.22;11.45
Chelsea;-710.189;422.344;15.2;0.15086;0;27.74;0;0.609;5.454;92.7;18.209;4;711;20.1;395.09;18.06
Chelsea;-710.228;422.335;7;0.18337;0;27.74;0;0.609;5.414;98.3;17.554;4;711;20.1;344.05;23.97
Chelsea;-710.245;422.368;8.1;0.20746;0;27.74;0;0.609;5.093;98;18.226;4;711;20.1;318.43;29.68
Chelsea;-71.016;422.382;13.6;0.10574;0;27.74;0;0.609;5.983;98.8;18.681;4;711;20.1;390.11;18.07
Chelsea;-710.297;422.447;20.1;0.11132;0;27.74;0;0.609;5.983;83.5;21.099;4;711;20.1;396.9;13.35
Revere;-710.125;422.462;21.8;0.17331;0;9.69;0;0.585;5.707.000.000.000.000;54;23.817;6;391;19.2;396.9;12.01
Revere;-710.125;42.25;24.5;0.27957;0;9.69;0;0.585;5.926;42.6;23.817;6;391;19.2;396.9;13.59
Revere;-710.105;422.547;23.1;0.17899;0;9.69;0;0.585;5.67;28.8;27.986;6;391;19.2;393.29;17.6
Revere;-71.001;422.525;19.7;0.2896;0;9.69;0;0.585;5.39;72.9;27.986;6;391;19.2;396.9;21.14
Revere;-709.947;422.496;18.3;0.26838;0;9.69;0;0.585;5.794;70.6;28.927;6;391;19.2;396.9;14.1
Revere;-71.005;422.455;21.2;0.23912;0;9.69;0;0.585;6.019;65.3;24.091;6;391;19.2;396.9;12.92
Revere;-709.985;42.243;17.5;0.17783;0;9.69;0;0.585;5.569;73.5;23.999;6;391;19.2;395.77;15.1
Revere;-70.992;42.238;16.8;0.22438;0;9.69;0;0.585;6.027;79.7;24.982;6;391;19.2;396.9;14.33
Winthrop;-70.986;422.312;22.4;0.06262999999999999;0;11.93;0;0.573;6.593;69.1;24.786;1;273;21;391.99;9.67
Winthrop;-70.991;422.275;20.6;0.04527;0;11.93;0;0.573;6.12;76.7;22.875;1;273;21;396.9;9.08
Winthrop;-709.948;42.226.000.000.000.000;23.9;0.06076;0;11.93;0;0.573;6.976;91;21.675;1;273;21;396.9;5.64
Winthrop;-709.875;42.224;22;0.10959;0;11.93;0;0.573;6.794;89.3;23.889;1;273;21;393.45;6.48
Winthrop;-709.825;42.221.000.000.000.000;19;0.04741;0;11.93;0;0.573;6.03;80.8;2.505;1;273;21;396.9;7.88
